,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates
51,3X4JMASXCNVJXAEY0L7BK0SSGDS0B6,A2QX3YJXAAHHVV,3F6045TU7DAGJRPKCV76XL23B9S990,Submitted,2022-05-23 02:22:54+03:00,random_10_12_candidates_1107,"['medal.jpg', 'peach.jpg']","['spill.jpg', 'stomach.jpg']",100,67,three,acid,"['little finger.jpg', 'medal.jpg', 'spill.jpg', 'stomach.jpg', 'jumper.jpg', 'peach.jpg', 'pee.jpg', 'cabin.jpg', 'blind.jpg', 'record.jpg']"
52,36W0OB37HX0QQ8NA47UZCAYCTYXHZE,A1HKYY6XI2OHO1,3F6045TU7DAGJRPKCV76XL23B9S990,Submitted,2022-05-23 07:30:41+03:00,random_10_12_candidates_1107,"['spill.jpg', 'stomach.jpg']","['medal.jpg', 'record.jpg']",67,0,acid,gold,"['little finger.jpg', 'medal.jpg', 'spill.jpg', 'stomach.jpg', 'jumper.jpg', 'peach.jpg', 'pee.jpg', 'cabin.jpg', 'blind.jpg', 'record.jpg']"
53,3MHW492WW1ZV92JBU7L9J9TCMDNVM6,A16184N1RO5OJV,3F6045TU7DAGJRPKCV76XL23B9S990,Submitted,2022-05-23 21:27:55+03:00,random_10_12_candidates_1107,"['stomach.jpg', 'peach.jpg']","['medal.jpg', 'blind.jpg']",67,67,Digestion,Paralympics,"['little finger.jpg', 'medal.jpg', 'spill.jpg', 'stomach.jpg', 'jumper.jpg', 'peach.jpg', 'pee.jpg', 'cabin.jpg', 'blind.jpg', 'record.jpg']"
54,3PH3VY7DJMJ8NYIZZ6GZDD8Z8LVWZC,A3RTW9UWYKSNWX,3XD2A6FGFNGYO6LJL17XEG7T3XGS9T,Submitted,2022-05-23 04:09:45+03:00,random_10_12_candidates_1467,"['cooler.jpg', 'soda.jpg']","['playstation.jpg', 'cooler.jpg']",100,100,summer,handle,"['mouth.jpg', 'assistant.jpg', 'tan.jpg', 'playstation.jpg', 'meth.jpg', 'gulp.jpg', 'calendar.jpg', 'cooler.jpg', 'soda.jpg', 'ground.jpg', 'dinner.jpg', 'mayflower.jpg']"
55,38JBBYETQPWY318JTDW3XBOQ0MT4EY,A1HKYY6XI2OHO1,3XD2A6FGFNGYO6LJL17XEG7T3XGS9T,Submitted,2022-05-23 05:46:30+03:00,random_10_12_candidates_1467,"['cooler.jpg', 'soda.jpg']","['tan.jpg', 'mayflower.jpg']",67,67,tailgate,canvas,"['mouth.jpg', 'assistant.jpg', 'tan.jpg', 'playstation.jpg', 'meth.jpg', 'gulp.jpg', 'calendar.jpg', 'cooler.jpg', 'soda.jpg', 'ground.jpg', 'dinner.jpg', 'mayflower.jpg']"
56,3M68NM076IT1RSH2Y79ITG7NB8TR6Z,A2QX3YJXAAHHVV,3XD2A6FGFNGYO6LJL17XEG7T3XGS9T,Submitted,2022-05-23 23:49:41+03:00,random_10_12_candidates_1467,"['gulp.jpg', 'cooler.jpg', 'mayflower.jpg']","['gulp.jpg', 'cooler.jpg']",50,67,fishing,bait,"['mouth.jpg', 'assistant.jpg', 'tan.jpg', 'playstation.jpg', 'meth.jpg', 'gulp.jpg', 'calendar.jpg', 'cooler.jpg', 'soda.jpg', 'ground.jpg', 'dinner.jpg', 'mayflower.jpg']"
57,39L1G8WVWRDE14V3HBW5GMDQXDL13J,A2QX3YJXAAHHVV,385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,Submitted,2022-05-23 02:29:22+03:00,random_10_12_candidates_974,"['hearts.jpg', 'rust.jpg', 'stereo.jpg']","['hearth.jpg', 'skip.jpg']",80,0,three,incinerator,"['hearth.jpg', 'hearts.jpg', 'skip.jpg', 'bedroom.jpg', 'rust.jpg', 'cigar.jpg', 'grandmother.jpg', 'guard.jpg', 'spinach.jpg', 'stereo.jpg', 'lad.jpg', 'sandal.jpg']"
58,3LO69W1SU4ZSLNBV50L8JVBDZO3GLK,A1HKYY6XI2OHO1,385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,Submitted,2022-05-23 05:56:24+03:00,random_10_12_candidates_974,"['bedroom.jpg', 'grandmother.jpg']","['skip.jpg', 'rust.jpg']",67,0,naptime,rusts,"['hearth.jpg', 'hearts.jpg', 'skip.jpg', 'bedroom.jpg', 'rust.jpg', 'cigar.jpg', 'grandmother.jpg', 'guard.jpg', 'spinach.jpg', 'stereo.jpg', 'lad.jpg', 'sandal.jpg']"
59,3URFVVM1664VVUTU461YVPN2NBDZUL,A382S0KJMW3K9S,385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,Submitted,2022-05-24 02:02:34+03:00,random_10_12_candidates_974,"['hearth.jpg', 'skip.jpg', 'rust.jpg']","['hearth.jpg', 'bedroom.jpg']",50,67,metal,room,"['hearth.jpg', 'hearts.jpg', 'skip.jpg', 'bedroom.jpg', 'rust.jpg', 'cigar.jpg', 'grandmother.jpg', 'guard.jpg', 'spinach.jpg', 'stereo.jpg', 'lad.jpg', 'sandal.jpg']"
60,3AAJC4I4FHEMHEI0S7XKONER6PLZJJ,A382S0KJMW3K9S,3SBX2M1TKD9LEK0UC2M128HCZHI4QL,Submitted,2022-05-23 03:33:15+03:00,random_10_12_candidates_556,"['scales.jpg', 'pancake.jpg']","['strap.jpg', 'prison.jpg', 'director.jpg']",100,80,edible,two,"['strap.jpg', 'prison.jpg', 'liter.jpg', 'scales.jpg', 'pancake.jpg', 'bride.jpg', 'hot tub.jpg', 'family.jpg', 'director.jpg', 'steroids.jpg']"
61,3ZR9AIQJUCVZCBTPL6XOCMMM6LH046,A1HKYY6XI2OHO1,3SBX2M1TKD9LEK0UC2M128HCZHI4QL,Submitted,2022-05-23 05:17:43+03:00,random_10_12_candidates_556,"['pancake.jpg', 'steroids.jpg']","['scales.jpg', 'pancake.jpg']",67,100,massive,natural,"['strap.jpg', 'prison.jpg', 'liter.jpg', 'scales.jpg', 'pancake.jpg', 'bride.jpg', 'hot tub.jpg', 'family.jpg', 'director.jpg', 'steroids.jpg']"
62,3Y5140Z9DY2W8ZWONGEILOXDJH7IPZ,A2QX3YJXAAHHVV,3SBX2M1TKD9LEK0UC2M128HCZHI4QL,Submitted,2022-05-24 00:27:24+03:00,random_10_12_candidates_556,"['liter.jpg', 'scales.jpg']","['strap.jpg', 'prison.jpg', 'steroids.jpg']",0,50,metric,wrist,"['strap.jpg', 'prison.jpg', 'liter.jpg', 'scales.jpg', 'pancake.jpg', 'bride.jpg', 'hot tub.jpg', 'family.jpg', 'director.jpg', 'steroids.jpg']"
63,3TGOYF991Y8E9VZKYJ2QEX8NLOHUU0,A1HKYY6XI2OHO1,34XASH8KLQ8GIYOLIT78OX82GCGPM9,Submitted,2022-05-23 07:05:31+03:00,random_10_12_candidates_1052,"['freezing.jpg', 'colonoscopy.jpg']","['kneel.jpg', 'racket.jpg']",67,67,soften,ESPN,"['freezing.jpg', 'kneel.jpg', 'doorstop.jpg', 'screen.jpg', 'racket.jpg', 'insulin.jpg', 'colonoscopy.jpg', 'song.jpg', 'pope.jpg', 'pulp.jpg']"
64,38YMOXR4MVL6ZOYOX1JOGFF43JFW66,A382S0KJMW3K9S,34XASH8KLQ8GIYOLIT78OX82GCGPM9,Submitted,2022-05-23 14:06:30+03:00,random_10_12_candidates_1052,"['kneel.jpg', 'racket.jpg']","['kneel.jpg', 'song.jpg', 'pope.jpg']",67,100,sport,male,"['freezing.jpg', 'kneel.jpg', 'doorstop.jpg', 'screen.jpg', 'racket.jpg', 'insulin.jpg', 'colonoscopy.jpg', 'song.jpg', 'pope.jpg', 'pulp.jpg']"
65,3NL0RFNU0G91P10TPZ76V61VKO94KC,A2QX3YJXAAHHVV,34XASH8KLQ8GIYOLIT78OX82GCGPM9,Submitted,2022-05-23 22:25:17+03:00,random_10_12_candidates_1052,"['kneel.jpg', 'screen.jpg']","['freezing.jpg', 'kneel.jpg', 'racket.jpg']",67,80,coach,sweat,"['freezing.jpg', 'kneel.jpg', 'doorstop.jpg', 'screen.jpg', 'racket.jpg', 'insulin.jpg', 'colonoscopy.jpg', 'song.jpg', 'pope.jpg', 'pulp.jpg']"
66,320DUZ38G88MQXNV2F9V3GYLV04JGT,A1HKYY6XI2OHO1,3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,Submitted,2022-05-23 07:04:12+03:00,random_10_12_candidates_1562,"['boots.jpg', 'bin.jpg']","['mermaid.jpg', 'darts.jpg']",67,67,bucket,target,"['grape.jpg', 'letter.jpg', 'cooking.jpg', 'boots.jpg', 'cent.jpg', 'oatmeal.jpg', 'cream cheese.jpg', 'basil.jpg', 'bin.jpg', 'mermaid.jpg', 'darts.jpg', 'potassium.jpg']"
67,3LO69W1SU4ZSLNBV50L8JVBDZQCGLX,A382S0KJMW3K9S,3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,Submitted,2022-05-23 13:43:42+03:00,random_10_12_candidates_1562,"['cooking.jpg', 'darts.jpg']","['cooking.jpg', 'mermaid.jpg']",100,67,male,female,"['grape.jpg', 'letter.jpg', 'cooking.jpg', 'boots.jpg', 'cent.jpg', 'oatmeal.jpg', 'cream cheese.jpg', 'basil.jpg', 'bin.jpg', 'mermaid.jpg', 'darts.jpg', 'potassium.jpg']"
68,3B837J3LDPI6EQFZ5KCLUL3FTXBRS6,A3RTW9UWYKSNWX,3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,Submitted,2022-05-24 02:23:18+03:00,random_10_12_candidates_1562,"['cream cheese.jpg', 'bin.jpg', 'potassium.jpg']","['cent.jpg', 'darts.jpg']",50,67,lid,probability,"['grape.jpg', 'letter.jpg', 'cooking.jpg', 'boots.jpg', 'cent.jpg', 'oatmeal.jpg', 'cream cheese.jpg', 'basil.jpg', 'bin.jpg', 'mermaid.jpg', 'darts.jpg', 'potassium.jpg']"
69,3TEM0PF1Q6JCC7CIEHYHFQGSJY50DE,A2QX3YJXAAHHVV,3I01FDIL6MUHMXH232XT9UDFWOX2DI,Submitted,2022-05-23 02:51:11+03:00,random_10_12_candidates_667,"['valley.jpg', 'flake.jpg']","['valley.jpg', 'flake.jpg']",67,67,slant,two,"['television.jpg', 'reed.jpg', 'troll.jpg', 'dress.jpg', 'pictures.jpg', 'tribe.jpg', 'valley.jpg', 'flake.jpg', 'raccoon.jpg', 'prime minister.jpg']"
70,378XPAWRUDZPLVQMYXWLVT8IKQ6AI0,A1HKYY6XI2OHO1,3I01FDIL6MUHMXH232XT9UDFWOX2DI,Submitted,2022-05-23 07:31:53+03:00,random_10_12_candidates_667,"['troll.jpg', 'raccoon.jpg']","['television.jpg', 'prime minister.jpg']",67,100,menacing,coverage,"['television.jpg', 'reed.jpg', 'troll.jpg', 'dress.jpg', 'pictures.jpg', 'tribe.jpg', 'valley.jpg', 'flake.jpg', 'raccoon.jpg', 'prime minister.jpg']"
71,33M4IA01QHNEA71YZUI8TTK78CDXRK,A3RTW9UWYKSNWX,3I01FDIL6MUHMXH232XT9UDFWOX2DI,Submitted,2022-05-24 02:26:19+03:00,random_10_12_candidates_667,"['reed.jpg', 'valley.jpg', 'raccoon.jpg']","['troll.jpg', 'dress.jpg', 'tribe.jpg']",50,80,rural,smile,"['television.jpg', 'reed.jpg', 'troll.jpg', 'dress.jpg', 'pictures.jpg', 'tribe.jpg', 'valley.jpg', 'flake.jpg', 'raccoon.jpg', 'prime minister.jpg']"
72,3IAEQB9FMF65KXD37OR2MLPWK4VDW6,A1HKYY6XI2OHO1,3VP28W7DUN64QSYAJF1XK5Q7TABZFX,Submitted,2022-05-23 06:43:00+03:00,random_10_12_candidates_53,"['siren.jpg', 'shout.jpg']","['niece.jpg', 'shout.jpg']",0,100,wail,border,"['butler.jpg', 'tissue.jpg', 'food.jpg', 'incense.jpg', 'lead.jpg', 'siren.jpg', 'niece.jpg', 'shout.jpg', 'store.jpg', 'edge.jpg', 'sandpaper.jpg', 'cupcake.jpg']"
73,33IZTU6J82NQBM1BEJIDJ3P3UDJXST,A16184N1RO5OJV,3VP28W7DUN64QSYAJF1XK5Q7TABZFX,Submitted,2022-05-23 21:56:19+03:00,random_10_12_candidates_53,"['food.jpg', 'store.jpg']","['butler.jpg', 'shout.jpg']",0,67,vegetable,employee,"['butler.jpg', 'tissue.jpg', 'food.jpg', 'incense.jpg', 'lead.jpg', 'siren.jpg', 'niece.jpg', 'shout.jpg', 'store.jpg', 'edge.jpg', 'sandpaper.jpg', 'cupcake.jpg']"
74,3YWRV122CTLGBYS7VG1LI5QYO158UM,A2QX3YJXAAHHVV,3VP28W7DUN64QSYAJF1XK5Q7TABZFX,Submitted,2022-05-23 22:34:13+03:00,random_10_12_candidates_53,"['tissue.jpg', 'lead.jpg', 'niece.jpg', 'shout.jpg']","['tissue.jpg', 'edge.jpg', 'sandpaper.jpg']",67,50,emotional,office,"['butler.jpg', 'tissue.jpg', 'food.jpg', 'incense.jpg', 'lead.jpg', 'siren.jpg', 'niece.jpg', 'shout.jpg', 'store.jpg', 'edge.jpg', 'sandpaper.jpg', 'cupcake.jpg']"
75,3TVSS0C0E2MC1M90TERHRP7INP5TWP,A382S0KJMW3K9S,3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,Submitted,2022-05-23 02:09:06+03:00,random_10_12_candidates_1114,"['violin.jpg', 'resident.jpg', 'whirlwind.jpg', 'guitar.jpg']","['resident.jpg', 'whirlwind.jpg']",86,67,play,game,"['parmesan.jpg', 'lingerie.jpg', 'typhoon.jpg', 'cable.jpg', 'violin.jpg', 'mow.jpg', 'maple.jpg', 'train.jpg', 'resident.jpg', 'whirlwind.jpg', 'guitar.jpg', 'weave.jpg']"
76,3PM8NZGV8Z2EY6MYMFT8O3A2CKLXQH,A1HKYY6XI2OHO1,3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,Submitted,2022-05-23 05:52:11+03:00,random_10_12_candidates_1114,"['maple.jpg', 'train.jpg']","['violin.jpg', 'guitar.jpg']",67,100,leaves,frequency,"['parmesan.jpg', 'lingerie.jpg', 'typhoon.jpg', 'cable.jpg', 'violin.jpg', 'mow.jpg', 'maple.jpg', 'train.jpg', 'resident.jpg', 'whirlwind.jpg', 'guitar.jpg', 'weave.jpg']"
77,32M8BPYGAU8QVM3PKXOVRFJLIPOIGX,A16184N1RO5OJV,3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,Submitted,2022-05-23 22:01:53+03:00,random_10_12_candidates_1114,"['lingerie.jpg', 'weave.jpg']","['violin.jpg', 'mow.jpg', 'train.jpg', 'guitar.jpg']",67,67,beauty,loud,"['parmesan.jpg', 'lingerie.jpg', 'typhoon.jpg', 'cable.jpg', 'violin.jpg', 'mow.jpg', 'maple.jpg', 'train.jpg', 'resident.jpg', 'whirlwind.jpg', 'guitar.jpg', 'weave.jpg']"
78,3EWIJTFFVPTH4DQIAC91L8YDJA50E6,A2QX3YJXAAHHVV,3TFJJUELSHB7H5BO362IPOVXBOL2CI,Submitted,2022-05-23 02:25:01+03:00,random_10_12_candidates_1641,"['diarrhea.jpg', 'yogurt.jpg']","['turban.jpg', 'diving.jpg']",67,67,bacteria,lip,"['copper.jpg', 'teapot.jpg', 'turban.jpg', 'diarrhea.jpg', 'valve.jpg', 'computer.jpg', 'standing.jpg', 'yogurt.jpg', 'diving.jpg', 'equipment.jpg']"
79,3Z4AIRP3C7ZQH22H103TN22U48Q1XN,A382S0KJMW3K9S,3TFJJUELSHB7H5BO362IPOVXBOL2CI,Submitted,2022-05-23 04:25:49+03:00,random_10_12_candidates_1641,"['turban.jpg', 'standing.jpg', 'diving.jpg']","['turban.jpg', 'standing.jpg', 'diving.jpg']",80,80,human,hair,"['copper.jpg', 'teapot.jpg', 'turban.jpg', 'diarrhea.jpg', 'valve.jpg', 'computer.jpg', 'standing.jpg', 'yogurt.jpg', 'diving.jpg', 'equipment.jpg']"
80,34BBWHLWHBXMS8TPZ2SDDI59C97WIV,A1HKYY6XI2OHO1,3TFJJUELSHB7H5BO362IPOVXBOL2CI,Submitted,2022-05-23 07:22:06+03:00,random_10_12_candidates_1641,"['copper.jpg', 'equipment.jpg']","['diarrhea.jpg', 'yogurt.jpg']",100,100,improvement,gut,"['copper.jpg', 'teapot.jpg', 'turban.jpg', 'diarrhea.jpg', 'valve.jpg', 'computer.jpg', 'standing.jpg', 'yogurt.jpg', 'diving.jpg', 'equipment.jpg']"
81,3P529IW9KZ7M7NF0UGFQ1AB1Y9UFLB,A2QX3YJXAAHHVV,38RHULDV9Y1K6OVV90NBOY9HS0ZWIV,Submitted,2022-05-23 02:19:30+03:00,random_10_12_candidates_355,"['throw up.jpg', 'chin.jpg']","['throw up.jpg', 'punch.jpg']",100,67,bulemic,hangover,"['throw up.jpg', 'snot.jpg', 'cane.jpg', 'punch.jpg', 'makeup.jpg', 'coliseum.jpg', 'ash.jpg', 'chin.jpg', 'surface.jpg', 'cardboard.jpg', 'ice.jpg', 'cook.jpg']"
82,3K772S5NP9XSFDWE8KGMR0XU5RHEHW,A1HKYY6XI2OHO1,38RHULDV9Y1K6OVV90NBOY9HS0ZWIV,Submitted,2022-05-23 06:23:00+03:00,random_10_12_candidates_355,"['snot.jpg', 'cane.jpg']","['punch.jpg', 'ice.jpg']",67,67,performer,chilled,"['throw up.jpg', 'snot.jpg', 'cane.jpg', 'punch.jpg', 'makeup.jpg', 'coliseum.jpg', 'ash.jpg', 'chin.jpg', 'surface.jpg', 'cardboard.jpg', 'ice.jpg', 'cook.jpg']"
83,3TK8OJTYM271U5GOMND10DN7RHRVPT,A16184N1RO5OJV,38RHULDV9Y1K6OVV90NBOY9HS0ZWIV,Submitted,2022-05-23 20:59:52+03:00,random_10_12_candidates_355,"['throw up.jpg', 'snot.jpg', 'ice.jpg']","['punch.jpg', 'coliseum.jpg', 'cook.jpg']",0,100,cold,enjoy,"['throw up.jpg', 'snot.jpg', 'cane.jpg', 'punch.jpg', 'makeup.jpg', 'coliseum.jpg', 'ash.jpg', 'chin.jpg', 'surface.jpg', 'cardboard.jpg', 'ice.jpg', 'cook.jpg']"
84,3PPTZCWALR6331MDNXHTLOQDKKDZQA,A382S0KJMW3K9S,3SU800BH86EKVIU9R8DJFCF6YU5UQX,Submitted,2022-05-23 03:35:43+03:00,random_10_12_candidates_1810,"['uncle.jpg', 'nights.jpg']","['shrimp.jpg', 'cream cheese.jpg']",100,67,male,edible,"['stock.jpg', 'shrimp.jpg', 'uncle.jpg', 'sandal.jpg', 'nights.jpg', 'slipper.jpg', 'dirt.jpg', 'night.jpg', 'cream cheese.jpg', 'scotch.jpg']"
85,3HQUKB7LNG04ZNNGYLOSC3U7X75HHB,A1HKYY6XI2OHO1,3SU800BH86EKVIU9R8DJFCF6YU5UQX,Submitted,2022-05-23 05:18:52+03:00,random_10_12_candidates_1810,"['sandal.jpg', 'slipper.jpg']","['nights.jpg', 'cream cheese.jpg']",100,0,porch,jams,"['stock.jpg', 'shrimp.jpg', 'uncle.jpg', 'sandal.jpg', 'nights.jpg', 'slipper.jpg', 'dirt.jpg', 'night.jpg', 'cream cheese.jpg', 'scotch.jpg']"
86,3PS7W85Z80O1PQWS03HPD5Z7PTDT92,A2QX3YJXAAHHVV,3SU800BH86EKVIU9R8DJFCF6YU5UQX,Submitted,2022-05-23 22:24:03+03:00,random_10_12_candidates_1810,"['sandal.jpg', 'slipper.jpg']","['nights.jpg', 'night.jpg']",0,100,heel,light,"['stock.jpg', 'shrimp.jpg', 'uncle.jpg', 'sandal.jpg', 'nights.jpg', 'slipper.jpg', 'dirt.jpg', 'night.jpg', 'cream cheese.jpg', 'scotch.jpg']"
87,3AZHRG4CU56EUFALLSS52HUGSLF03F,A2QX3YJXAAHHVV,3B623HUYJ4CYA129G91JEKCIJRYS84,Submitted,2022-05-23 02:21:11+03:00,random_10_12_candidates_640,"['godfather.jpg', 'coliseum.jpg']","['godfather.jpg', 'coliseum.jpg']",67,67,Italian,criminal,"['vein.jpg', 'godfather.jpg', 'pager.jpg', 'coliseum.jpg', 'tire.jpg', 'ski.jpg', 'hole.jpg', 'gulp.jpg', 'porch.jpg', 'shaking.jpg']"
88,3EQHHY4HQTEEJY8ADD5126FGDZBG56,A1HKYY6XI2OHO1,3B623HUYJ4CYA129G91JEKCIJRYS84,Submitted,2022-05-23 07:21:17+03:00,random_10_12_candidates_640,"['godfather.jpg', 'shaking.jpg']","['godfather.jpg', 'coliseum.jpg']",67,67,reach,oldworld,"['vein.jpg', 'godfather.jpg', 'pager.jpg', 'coliseum.jpg', 'tire.jpg', 'ski.jpg', 'hole.jpg', 'gulp.jpg', 'porch.jpg', 'shaking.jpg']"
89,3HPZF4IVNNFZ4A2PMTEFNCSUAHXCYS,A302KOFOYLD89A,3B623HUYJ4CYA129G91JEKCIJRYS84,Submitted,2022-05-24 01:18:51+03:00,random_10_12_candidates_640,"['ski.jpg', 'gulp.jpg']","['coliseum.jpg', 'porch.jpg']",67,67,sport,structure,"['vein.jpg', 'godfather.jpg', 'pager.jpg', 'coliseum.jpg', 'tire.jpg', 'ski.jpg', 'hole.jpg', 'gulp.jpg', 'porch.jpg', 'shaking.jpg']"
90,3DPNQGW4LM1UQMF4NVD5LNWDJOY648,A2QX3YJXAAHHVV,3DTJ4WT8BD1CKEYEO4HR2N57H9WZEF,Submitted,2022-05-23 02:59:13+03:00,random_10_12_candidates_259,"['nurse.jpg', 'clothes.jpg']","['bait.jpg', 'plane.jpg']",67,67,uniform,fin,"['piece.jpg', 'oven.jpg', 'fruit.jpg', 'nurse.jpg', 'mug.jpg', 'worm.jpg', 'coliseum.jpg', 'clothes.jpg', 'bait.jpg', 'sailing.jpg', 'plane.jpg', 'treasure.jpg']"
91,3XIQGXAUMDU4SOHJQGK2OCT77UOX7E,A3RTW9UWYKSNWX,3DTJ4WT8BD1CKEYEO4HR2N57H9WZEF,Submitted,2022-05-23 04:12:27+03:00,random_10_12_candidates_259,"['nurse.jpg', 'bait.jpg']","['worm.jpg', 'bait.jpg']",100,67,hold,poke,"['piece.jpg', 'oven.jpg', 'fruit.jpg', 'nurse.jpg', 'mug.jpg', 'worm.jpg', 'coliseum.jpg', 'clothes.jpg', 'bait.jpg', 'sailing.jpg', 'plane.jpg', 'treasure.jpg']"
92,3IAS3U3I0G2QTKHCF8BP3OL7DCT2BB,A1HKYY6XI2OHO1,3DTJ4WT8BD1CKEYEO4HR2N57H9WZEF,Submitted,2022-05-23 07:25:10+03:00,random_10_12_candidates_259,"['sailing.jpg', 'plane.jpg']","['nurse.jpg', 'treasure.jpg']",67,100,ride,tour,"['piece.jpg', 'oven.jpg', 'fruit.jpg', 'nurse.jpg', 'mug.jpg', 'worm.jpg', 'coliseum.jpg', 'clothes.jpg', 'bait.jpg', 'sailing.jpg', 'plane.jpg', 'treasure.jpg']"
93,3ZOTGHDK5JX3HDNJDSVH0QYAI59OS2,A1HKYY6XI2OHO1,3MQY1YVHS36O70JIP66NE4PFT3L2BB,Submitted,2022-05-23 07:12:07+03:00,random_10_12_candidates_702,"['juice.jpg', 'tea.jpg']","['island.jpg', 'wheat.jpg']",67,100,gulp,habitat,"['butterfly.jpg', 'island.jpg', 'duckling.jpg', 'wheat.jpg', 'cage.jpg', 'juice.jpg', 'tea.jpg', 'rabbit.jpg', 'sweat.jpg', 'fox.jpg']"
94,3I33IC7ZWGOLAACK9UBT8D11VVBA2T,A382S0KJMW3K9S,3MQY1YVHS36O70JIP66NE4PFT3L2BB,Submitted,2022-05-23 14:10:25+03:00,random_10_12_candidates_702,"['duckling.jpg', 'cage.jpg']","['juice.jpg', 'tea.jpg']",67,0,bird,drink,"['butterfly.jpg', 'island.jpg', 'duckling.jpg', 'wheat.jpg', 'cage.jpg', 'juice.jpg', 'tea.jpg', 'rabbit.jpg', 'sweat.jpg', 'fox.jpg']"
95,358010RM5FF63EIF8ENIUQ9ATE2VXF,A377LTGWJKY2IW,3MQY1YVHS36O70JIP66NE4PFT3L2BB,Submitted,2022-05-23 16:44:16+03:00,random_10_12_candidates_702,"['duckling.jpg', 'rabbit.jpg', 'fox.jpg']","['butterfly.jpg', 'duckling.jpg', 'cage.jpg', 'fox.jpg']",0,40,fluffy,home,"['butterfly.jpg', 'island.jpg', 'duckling.jpg', 'wheat.jpg', 'cage.jpg', 'juice.jpg', 'tea.jpg', 'rabbit.jpg', 'sweat.jpg', 'fox.jpg']"
96,32SVAV9L3GVAVS83DUPYRN6T17V3AD,A3RTW9UWYKSNWX,3LN50BUKPVXWCG60IH6TOKTDG7QPL7,Submitted,2022-05-23 04:21:17+03:00,random_10_12_candidates_1206,"['muppet.jpg', 'lamb.jpg']","['hump.jpg', 'propeller.jpg']",67,67,four,three,"['muppet.jpg', 'lung.jpg', 'sewing machine.jpg', 'hump.jpg', 'lamb.jpg', 'oats.jpg', 'rider.jpg', 'propeller.jpg', 'game.jpg', 'writer.jpg']"
97,3IAEQB9FMF65KXD37OR2MLPWK4UWDO,A1HKYY6XI2OHO1,3LN50BUKPVXWCG60IH6TOKTDG7QPL7,Submitted,2022-05-23 06:34:28+03:00,random_10_12_candidates_1206,"['hump.jpg', 'rider.jpg']","['hump.jpg', 'propeller.jpg']",67,0,dry,harness,"['muppet.jpg', 'lung.jpg', 'sewing machine.jpg', 'hump.jpg', 'lamb.jpg', 'oats.jpg', 'rider.jpg', 'propeller.jpg', 'game.jpg', 'writer.jpg']"
98,3IAS3U3I0G2QTKHCF8BP3OL7DDWB2P,A382S0KJMW3K9S,3LN50BUKPVXWCG60IH6TOKTDG7QPL7,Submitted,2022-05-23 14:15:05+03:00,random_10_12_candidates_1206,"['hump.jpg', 'propeller.jpg']","['game.jpg', 'writer.jpg']",100,67,heat,text,"['muppet.jpg', 'lung.jpg', 'sewing machine.jpg', 'hump.jpg', 'lamb.jpg', 'oats.jpg', 'rider.jpg', 'propeller.jpg', 'game.jpg', 'writer.jpg']"
99,336KAV9KYREM6SANP0P9BZJ8YK1Y2A,A1HKYY6XI2OHO1,3X7837UUADKI7K0V00V725P4HDW6JH,Submitted,2022-05-23 05:43:33+03:00,random_10_12_candidates_1032,"['thermometer.jpg', 'tissue.jpg']","['satellite.jpg', 'mill.jpg']",0,100,flu,tilt,"['satellite.jpg', 'mill.jpg', 'son.jpg', 'pop.jpg', 'drool.jpg', 'lid.jpg', 'supper.jpg', 'hostage.jpg', 'player.jpg', 'thermometer.jpg', 'tissue.jpg', 'tuxedo.jpg']"
100,3SB4CE2TJWHMBQFHXJWMY3VX884AX4,A2QX3YJXAAHHVV,3X7837UUADKI7K0V00V725P4HDW6JH,Submitted,2022-05-23 23:48:03+03:00,random_10_12_candidates_1032,"['pop.jpg', 'tuxedo.jpg']","['pop.jpg', 'hostage.jpg']",67,100,costume,mask,"['satellite.jpg', 'mill.jpg', 'son.jpg', 'pop.jpg', 'drool.jpg', 'lid.jpg', 'supper.jpg', 'hostage.jpg', 'player.jpg', 'thermometer.jpg', 'tissue.jpg', 'tuxedo.jpg']"
101,3DI28L7YXB0HB2B06VD1ZDHNO86E1U,A382S0KJMW3K9S,3X7837UUADKI7K0V00V725P4HDW6JH,Submitted,2022-05-24 01:58:25+03:00,random_10_12_candidates_1032,"['lid.jpg', 'supper.jpg']","['satellite.jpg', 'mill.jpg']",67,100,cook,wings,"['satellite.jpg', 'mill.jpg', 'son.jpg', 'pop.jpg', 'drool.jpg', 'lid.jpg', 'supper.jpg', 'hostage.jpg', 'player.jpg', 'thermometer.jpg', 'tissue.jpg', 'tuxedo.jpg']"
